"","sub_region_1","sub_region_2"
"2075","State of São Paulo","Jundiaí"
"2076","State of São Paulo","Junqueirópolis"
"2077","State of São Paulo","Juquiá"
"2078","State of São Paulo","Juquitiba"
"2079","State of São Paulo","Laranjal Paulista"
"2080","State of São Paulo","Lavrinhas"
"2081","State of São Paulo","Leme"
"2082","State of São Paulo","Lençóis Paulista"
"2083","State of São Paulo","Limeira"
"2084","State of São Paulo","Lindóia"
"2085","State of São Paulo","Lins"
"2086","State of São Paulo","Lorena"
"2087","State of São Paulo","Louveira"
"2088","State of São Paulo","Lucélia"
"2089","State of São Paulo","Luís Antônio"
"2090","State of São Paulo","Macatuba"
"2091","State of São Paulo","Mairinque"
"2092","State of São Paulo","Mairiporã"
"2093","State of São Paulo","Manduri"
"2094","State of São Paulo","Maracaí"
"2095","State of São Paulo","Marília"
"2096","State of São Paulo","Martinópolis"
"2097","State of São Paulo","Matão"
"2098","State of São Paulo","Mauá"
"2099","State of São Paulo","Miguelópolis"
"2100","State of São Paulo","Mineiros do Tietê"
"2101","State of São Paulo","Miracatu"
"2102","State of São Paulo","Mirandópolis"
"2103","State of São Paulo","Mirante do Paranapanema"
"2104","State of São Paulo","Mirassol"
"2105","State of São Paulo","Mococa"
"2106","State of São Paulo","Mogi das Cruzes"
"2107","State of São Paulo","Mogi Guaçu"
"2108","State of São Paulo","Moji-Mirim"
"2109","State of São Paulo","Mongaguá"
"2110","State of São Paulo","Monte Alegre do Sul"
"2111","State of São Paulo","Monte Alto"
"2112","State of São Paulo","Monte Aprazível"
"2113","State of São Paulo","Monte Azul Paulista"
"2114","State of São Paulo","Monte Mor"
"2115","State of São Paulo","Morro Agudo"
"2116","State of São Paulo","Morungaba"
"2117","State of São Paulo","Nazaré Paulista"
"2118","State of São Paulo","Neves Paulista"
"2119","State of São Paulo","Nhandeara"
"2120","State of São Paulo","Nova Aliança"
"2121","State of São Paulo","Nova Europa"
"2122","State of São Paulo","Nova Granada"
"2123","State of São Paulo","Nova Odessa"
"2124","State of São Paulo","Novais"
"2125","State of São Paulo","Novo Horizonte"
"2126","State of São Paulo","Olímpia"
"2127","State of São Paulo","Oriente"
"2128","State of São Paulo","Orlândia"
"2129","State of São Paulo","Osasco"
"2130","State of São Paulo","Osvaldo Cruz"
"2131","State of São Paulo","Ourinhos"
"2132","State of São Paulo","Ouroeste"
"2133","State of São Paulo","Pacaembu"
"2134","State of São Paulo","Palestina"
"2135","State of São Paulo","Palmares Paulista"
"2136","State of São Paulo","Palmeira d'Oeste"
"2137","State of São Paulo","Palmital"
"2138","State of São Paulo","Panorama"
"2139","State of São Paulo","Paraguaçu Paulista"
"2140","State of São Paulo","Paraibuna"
"2141","State of São Paulo","Paranapanema"
"2142","State of São Paulo","Parapuã"
"2143","State of São Paulo","Pardinho"
"2144","State of São Paulo","Pariquera-Açu"
"2145","State of São Paulo","Patrocínio Paulista"
"2146","State of São Paulo","Paulínia"
"2147","State of São Paulo","Pederneiras"
"2148","State of São Paulo","Pedregulho"
"2149","State of São Paulo","Pedreira"
"2150","State of São Paulo","Penápolis"
"2151","State of São Paulo","Pereira Barreto"
"2152","State of São Paulo","Pereiras"
"2153","State of São Paulo","Peruíbe"
"2154","State of São Paulo","Piedade"
"2155","State of São Paulo","Pilar do Sul"
"2156","State of São Paulo","Pindamonhangaba"
"2157","State of São Paulo","Pindorama"
"2158","State of São Paulo","Pinhalzinho, São Paulo"
"2159","State of São Paulo","Piquete"
"2160","State of São Paulo","Piracaia"
"2161","State of São Paulo","Piracicaba"
"2162","State of São Paulo","Piraju"
"2163","State of São Paulo","Pirajuí"
"2164","State of São Paulo","Pirangi"
"2165","State of São Paulo","Pirapora do Bom Jesus"
"2166","State of São Paulo","Pirapozinho"
"2167","State of São Paulo","Pirassununga"
"2168","State of São Paulo","Piratininga"
"2169","State of São Paulo","Pitangueiras"
"2170","State of São Paulo","Poá"
"2171","State of São Paulo","Pompeia"
"2172","State of São Paulo","Pontal"
"2173","State of São Paulo","Porangaba"
"2174","State of São Paulo","Porto Feliz"
"2175","State of São Paulo","Porto Ferreira"
"2176","State of São Paulo","Potim"
"2177","State of São Paulo","Potirendaba"
"2178","State of São Paulo","Pradópolis"
"2179","State of São Paulo","Praia Grande"
"2180","State of São Paulo","Presidente Bernardes"
"2181","State of São Paulo","Presidente Epitácio"
"2182","State of São Paulo","Presidente Prudente"
"2183","State of São Paulo","Presidente Venceslau"
"2184","State of São Paulo","Promissão"
"2185","State of São Paulo","Quatá"
"2186","State of São Paulo","Queluz"
"2187","State of São Paulo","Rafard"
"2188","State of São Paulo","Rancharia"
"2189","State of São Paulo","Regente Feijó"
"2190","State of São Paulo","Registro"
"2191","State of São Paulo","Restinga"
"2192","State of São Paulo","Ribeirão Bonito"
"2193","State of São Paulo","Ribeirão Branco"
"2194","State of São Paulo","Ribeirão Pires"
"2195","State of São Paulo","Ribeirão Preto"
"2196","State of São Paulo","Rincão"
"2197","State of São Paulo","Rinópolis"
"2198","State of São Paulo","Rio Claro"
"2199","State of São Paulo","Rio das Pedras"
"2200","State of São Paulo","Rio Grande da Serra"
"2201","State of São Paulo","Rosana"
"2202","State of São Paulo","Roseira"
"2203","State of São Paulo","Sales Oliveira"
"2204","State of São Paulo","Salesópolis"
"2205","State of São Paulo","Saltinho"
"2206","State of São Paulo","Salto"
"2207","State of São Paulo","Salto de Pirapora"
"2208","State of São Paulo","Salto Grande"
"2209","State of São Paulo","Santa Adélia"
"2210","State of São Paulo","Santa Bárbara d'Oeste"
"2211","State of São Paulo","Santa Branca"
"2212","State of São Paulo","Santa Cruz das Palmeiras"
"2213","State of São Paulo","Santa Cruz do Rio Pardo"
"2214","State of São Paulo","Santa Fé do Sul"
"2215","State of São Paulo","Santa Gertrudes"
"2216","State of São Paulo","Santa Isabel"
"2217","State of São Paulo","Santa Lúcia"
"2218","State of São Paulo","Santa Rita do Passa Quatro"
"2219","State of São Paulo","Santa Rosa de Viterbo"
"2220","State of São Paulo","Santana de Parnaíba"
"2221","State of São Paulo","Santo Anastácio"
"2222","State of São Paulo","Santo André"
"2223","State of São Paulo","Santo Antônio de Posse"
"2224","State of São Paulo","Santo Antônio do Pinhal"
"2225","State of São Paulo","Santos"
"2226","State of São Paulo","São Bento do Sapucaí"
"2227","State of São Paulo","São Bernardo do Campo"
"2228","State of São Paulo","São Caetano do Sul"
"2229","State of São Paulo","São Carlos"
"2230","State of São Paulo","São João da Boa Vista"
"2231","State of São Paulo","São Joaquim da Barra"
"2232","State of São Paulo","São José do Rio Pardo"
"2233","State of São Paulo","São José do Rio Preto"
"2234","State of São Paulo","Sao Jose dos Campos"
"2235","State of São Paulo","São Lourenço da Serra"
"2236","State of São Paulo","São Luiz do Paraitinga"
"2237","State of São Paulo","São Manuel"
"2238","State of São Paulo","São Miguel Arcanjo"
"2239","State of São Paulo","São Paulo"
"2240","State of São Paulo","São Pedro"
"2241","State of São Paulo","São Roque"
"2242","State of São Paulo","São Sebastião"
"2243","State of São Paulo","São Sebastião da Grama"
"2244","State of São Paulo","São Simão"
"2245","State of São Paulo","São Vicente"
"2246","State of São Paulo","Sarapuí"
"2247","State of São Paulo","Serra Azul"
"2248","State of São Paulo","Serra Negra"
"2249","State of São Paulo","Serrana"
"2250","State of São Paulo","Sertãozinho"
"2251","State of São Paulo","Sete Barras"
"2252","State of São Paulo","Severínia"
"2253","State of São Paulo","Socorro"
"2254","State of São Paulo","Sorocaba"
"2255","State of São Paulo","Sumaré"
"2256","State of São Paulo","Suzano"
"2257","State of São Paulo","Tabapuã"
"2258","State of São Paulo","Tabatinga"
"2259","State of São Paulo","Taboão da Serra"
"2260","State of São Paulo","Taguaí"
"2261","State of São Paulo","Tambaú"
"2262","State of São Paulo","Tanabi"
"2263","State of São Paulo","Tapiratiba"
"2264","State of São Paulo","Taquaritinga"
"2265","State of São Paulo","Taquarituba"
"2266","State of São Paulo","Tarumã"
"2267","State of São Paulo","Tatuí"
"2268","State of São Paulo","Taubaté"
"2269","State of São Paulo","Teodoro Sampaio"
"2270","State of São Paulo","Tietê"
"2271","State of São Paulo","Torrinha"
"2272","State of São Paulo","Tremembé"
"2273","State of São Paulo","Três Fronteiras"
"2274","State of São Paulo","Tupã"
"2275","State of São Paulo","Tupi Paulista"
"2276","State of São Paulo","Ubatuba"
"2277","State of São Paulo","Uchoa"
"2278","State of São Paulo","Urânia"
"2279","State of São Paulo","Urupês"
"2280","State of São Paulo","Valentim Gentil"
"2281","State of São Paulo","Valinhos"
"2282","State of São Paulo","Valparaíso"
"2283","State of São Paulo","Vargem"
"2284","State of São Paulo","Vargem Grande do Sul"
"2285","State of São Paulo","Vargem Grande Paulista"
"2286","State of São Paulo","Várzea Paulista"
"2287","State of São Paulo","Vera Cruz"
"2288","State of São Paulo","Vinhedo"
"2289","State of São Paulo","Viradouro"
"2290","State of São Paulo","Votorantim"
"2291","State of São Paulo","Votuporanga"
"2292","State of Sergipe",NA
"2293","State of Sergipe","Aracaju"
"2294","State of Sergipe","Areia Branca"
"2295","State of Sergipe","Barra dos Coqueiros"
"2296","State of Sergipe","Boquim"
"2297","State of Sergipe","Campo do Brito"
"2298","State of Sergipe","Canindé de São Francisco"
"2299","State of Sergipe","Capela"
"2300","State of Sergipe","Carira"
"2301","State of Sergipe","Carmópolis"
"2302","State of Sergipe","Estância"
"2303","State of Sergipe","Itabaiana"
"2304","State of Sergipe","Itabaianinha"
"2305","State of Sergipe","Itaporanga d'Ajuda"
"2306","State of Sergipe","Lagarto"
"2307","State of Sergipe","Laranjeiras"
"2308","State of Sergipe","Maruim"
"2309","State of Sergipe","Nossa Senhora da Glória"
"2310","State of Sergipe","Nossa Senhora das Dores"
"2311","State of Sergipe","Nossa Senhora do Socorro"
"2312","State of Sergipe","Poço Redondo"
"2313","State of Sergipe","Poço Verde"
"2314","State of Sergipe","Propriá"
"2315","State of Sergipe","Ribeirópolis"
"2316","State of Sergipe","Salgado"
"2317","State of Sergipe","São Cristóvão"
"2318","State of Sergipe","Simão Dias"
"2319","State of Sergipe","Tobias Barreto"
"2320","State of Sergipe","Umbaúba"
"2321","State of Tocantins",NA
"2322","State of Tocantins","Araguaína"
"2323","State of Tocantins","Araguatins"
"2324","State of Tocantins","Augustinópolis"
"2325","State of Tocantins","Colinas do Tocantins"
"2326","State of Tocantins","Dianópolis"
"2327","State of Tocantins","Formoso do Araguaia"
"2328","State of Tocantins","Guaraí"
"2329","State of Tocantins","Gurupi"
"2330","State of Tocantins","Miracema do Tocantins"
"2331","State of Tocantins","Palmas"
"2332","State of Tocantins","Paraíso do Tocantins"
"2333","State of Tocantins","Pedro Afonso"
"2334","State of Tocantins","Porto Nacional"
"2335","State of Tocantins","Tocantinópolis"
